epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,58.921,1.55012,1.77558,1.09365,0,0,0,0,3.72429,3.89081,1.19371,0.000464172,0.000464172,0.000464172
39,60.4623,2.10559,2.22645,1.1509,0,0,0,0,3.57348,3.90504,1.14676,0.000474925,0.000474925,0.000474925
40,61.9599,1.71013,1.99744,1.22709,0,0,0,0,3.57348,3.90504,1.14676,0.000485584,0.000485584,0.000485584
41,63.5281,2.15998,2.02434,1.43558,0,0,0,0,3.63976,3.90947,1.14095,0.000496149,0.000496149,0.000496149
42,64.9328,1.61539,1.75306,1.16976,0,0,0,0,3.63976,3.90947,1.14095,0.000506619,0.000506619,0.000506619
43,66.6135,2.15283,2.14815,1.21471,0,0,0,0,3.72393,3.88593,1.17489,0.000516995,0.000516995,0.000516995
44,68.3254,1.61394,1.76868,1.09023,0,0,0,0,3.72393,3.88593,1.17489,0.000527277,0.000527277,0.000527277
45,69.8344,1.76224,1.63461,1.15495,0,0,0,0,3.80038,3.86018,1.21255,0.000537464,0.000537464,0.000537464
46,71.2629,1.79946,1.5218,1.17451,0,0,0,0,3.80038,3.86018,1.21255,0.000547557,0.000547557,0.000547557
47,72.7752,1.75914,1.72503,1.23427,0,0,0,0,3.912,3.85827,1.25817,0.000557556,0.000557556,0.000557556
48,74.2033,1.65447,1.57734,1.09419,0,0,0,0,3.912,3.85827,1.25817,0.00056746,0.00056746,0.00056746
49,75.7929,2.10546,1.76482,1.28863,0,0,0,0,4.00997,3.86331,1.30447,0.00057727,0.00057727,0.00057727
50,77.3475,2.22423,1.87813,1.24636,0,0,0,0,4.00997,3.86331,1.30447,0.000586986,0.000586986,0.000586986
51,78.8619,1.92184,1.79951,1.07688,0.00379,0.00303,9e-05,2e-05,4.019,3.86452,1.31053,0.000596608,0.000596608,0.000596608
52,80.3409,1.87919,1.65111,1.18947,0.00379,0.00303,9e-05,2e-05,4.019,3.86452,1.31053,0.000606135,0.000606135,0.000606135
53,81.7897,1.96597,1.66505,1.54961,0.00379,0.00303,9e-05,2e-05,4.019,3.86452,1.31053,0.000615567,0.000615567,0.000615567
54,83.4152,1.98064,1.75356,1.03926,0.00379,0.00303,5e-05,1e-05,3.98864,3.85953,1.29873,0.000624906,0.000624906,0.000624906
55,84.9243,1.96053,1.61557,1.07282,0.00379,0.00303,5e-05,1e-05,3.98864,3.85953,1.29873,0.00063415,0.00063415,0.00063415
56,86.4266,1.59321,1.68304,1.19546,0.00379,0.00303,5e-05,1e-05,3.98864,3.85953,1.29873,0.0006433,0.0006433,0.0006433
57,87.9986,1.72402,1.47444,1.2268,0,0,0,0,3.95052,3.84998,1.29261,0.000652356,0.000652356,0.000652356
58,89.5637,1.68569,1.50409,1.02035,0,0,0,0,3.95052,3.84998,1.29261,0.000661317,0.000661317,0.000661317
59,91.0004,1.55911,1.36977,1.19911,0,0,0,0,3.95052,3.84998,1.29261,0.000670184,0.000670184,0.000670184
60,92.576,1.64234,1.55725,1.2378,0.00351,0.00303,5e-05,1e-05,3.83173,3.83767,1.26666,0.000678956,0.000678956,0.000678956
61,94.044,1.69306,1.39217,1.17908,0.00351,0.00303,5e-05,1e-05,3.83173,3.83767,1.26666,0.000687635,0.000687635,0.000687635
62,95.5238,1.53431,1.54238,1.13104,0.00351,0.00303,5e-05,1e-05,3.83173,3.83767,1.26666,0.000696219,0.000696219,0.000696219
63,97.0985,1.75703,1.41489,1.1384,0,0,0,0,3.76451,3.81401,1.23092,0.000704708,0.000704708,0.000704708
64,98.4948,1.86895,1.48505,1.13135,0,0,0,0,3.76451,3.81401,1.23092,0.000713104,0.000713104,0.000713104
65,100.153,1.52313,1.7022,1.08482,0,0,0,0,3.76451,3.81401,1.23092,0.000721405,0.000721405,0.000721405
66,101.839,1.83367,1.54491,1.09084,0,0,0,0,3.7275,3.74897,1.20753,0.000729612,0.000729612,0.000729612
67,103.359,1.49732,1.21383,1.06827,0,0,0,0,3.7275,3.74897,1.20753,0.000737724,0.000737724,0.000737724
68,104.881,1.55118,1.27905,1.11381,0,0,0,0,3.7275,3.74897,1.20753,0.000745742,0.000745742,0.000745742
69,106.328,1.90119,1.42522,1.32062,0,0,0,0,3.69598,3.67835,1.20217,0.000753666,0.000753666,0.000753666
70,107.884,1.51244,1.42587,1.12957,0,0,0,0,3.69598,3.67835,1.20217,0.000761496,0.000761496,0.000761496
71,109.343,1.43196,1.13823,1.06239,0,0,0,0,3.69598,3.67835,1.20217,0.000769231,0.000769231,0.000769231
72,110.894,1.83708,1.35137,1.10312,0,0,0,0,3.74139,3.61911,1.23206,0.000776872,0.000776872,0.000776872
73,112.536,1.9245,1.33665,1.19263,0,0,0,0,3.74139,3.61911,1.23206,0.000784418,0.000784418,0.000784418
74,114.132,1.42168,1.06705,1.09972,0,0,0,0,3.74139,3.61911,1.23206,0.00079187,0.00079187,0.00079187
75,115.655,1.71832,1.39992,1.26076,0.00392,0.00303,5e-05,1e-05,3.70353,3.55784,1.2173,0.000799228,0.000799228,0.000799228
76,117.133,1.55655,1.14691,1.12973,0.00392,0.00303,5e-05,1e-05,3.70353,3.55784,1.2173,0.000806492,0.000806492,0.000806492
77,118.673,1.6375,1.2035,1.13558,0.00392,0.00303,5e-05,1e-05,3.70353,3.55784,1.2173,0.000813661,0.000813661,0.000813661
78,120.203,1.65143,1.18937,1.07992,0.00995,0.00606,0.00037,0.00012,3.614,3.5034,1.16801,0.000820736,0.000820736,0.000820736
79,121.636,1.62656,1.30827,1.13432,0.00995,0.00606,0.00037,0.00012,3.614,3.5034,1.16801,0.000827717,0.000827717,0.000827717
80,123.163,1.50298,1.18656,1.10633,0.00995,0.00606,0.00037,0.00012,3.614,3.5034,1.16801,0.000834603,0.000834603,0.000834603
81,124.773,1.58454,1.3151,1.16027,0.01449,0.00606,0.001,0.00032,3.53484,3.45065,1.12232,0.000841395,0.000841395,0.000841395
82,126.262,1.60117,1.25823,1.23737,0.01449,0.00606,0.001,0.00032,3.53484,3.45065,1.12232,0.000848093,0.000848093,0.000848093
83,127.763,1.41766,1.17514,1.11092,0.01449,0.00606,0.001,0.00032,3.53484,3.45065,1.12232,0.000854696,0.000854696,0.000854696
84,129.463,1.40818,1.0799,1.08648,0.03604,0.01212,0.00427,0.00159,3.59785,3.41077,1.1487,0.000861205,0.000861205,0.000861205
85,131.035,1.53765,1.08443,1.02644,0.03604,0.01212,0.00427,0.00159,3.59785,3.41077,1.1487,0.00086762,0.00086762,0.00086762
86,132.596,1.52655,1.14903,1.12529,0.03604,0.01212,0.00427,0.00159,3.59785,3.41077,1.1487,0.000873941,0.000873941,0.000873941
87,134.172,1.43343,1.26314,1.05346,0.03604,0.01212,0.00427,0.00159,3.59785,3.41077,1.1487,0.000880167,0.000880167,0.000880167
88,135.79,1.57672,1.27186,1.07987,0.08332,0.05597,0.01644,0.0048,3.83176,3.30541,1.25274,0.000886299,0.000886299,0.000886299
89,137.321,1.52539,1.13518,1.18191,0.08332,0.05597,0.01644,0.0048,3.83176,3.30541,1.25274,0.000892336,0.000892336,0.000892336
90,138.914,1.39499,1.00536,1.10718,0.08332,0.05597,0.01644,0.0048,3.83176,3.30541,1.25274,0.000898279,0.000898279,0.000898279
91,140.485,1.5195,1.13905,1.05717,0.08332,0.05597,0.01644,0.0048,3.83176,3.30541,1.25274,0.000904128,0.000904128,0.000904128
92,142.078,1.36589,1.06686,1.03702,0.07729,0.04848,0.0225,0.00634,4.12169,3.17713,1.40978,0.000909883,0.000909883,0.000909883
93,143.592,1.8755,1.23264,1.11245,0.07729,0.04848,0.0225,0.00634,4.12169,3.17713,1.40978,0.000915543,0.000915543,0.000915543
94,145.087,1.28985,0.95312,1.0656,0.07729,0.04848,0.0225,0.00634,4.12169,3.17713,1.40978,0.000921109,0.000921109,0.000921109
95,146.635,1.53187,1.01705,1.09659,0.07729,0.04848,0.0225,0.00634,4.12169,3.17713,1.40978,0.000926581,0.000926581,0.000926581
96,148.342,1.47528,1.18789,1.03765,0.09009,0.06061,0.02851,0.00719,3.97658,3.11805,1.37211,0.000931958,0.000931958,0.000931958
97,149.823,1.57043,1.05715,1.22103,0.09009,0.06061,0.02851,0.00719,3.97658,3.11805,1.37211,0.000937241,0.000937241,0.000937241
98,151.43,1.38843,1.10045,1.0961,0.09009,0.06061,0.02851,0.00719,3.97658,3.11805,1.37211,0.00094243,0.00094243,0.00094243
99,153.123,1.79319,1.11093,1.09066,0.09009,0.06061,0.02851,0.00719,3.97658,3.11805,1.37211,0.000947524,0.000947524,0.000947524
100,154.642,1.27839,0.94103,1.01166,0.10177,0.10891,0.01876,0.00548,3.72125,3.13595,1.25434,0.000952524,0.000952524,0.000952524
101,156.189,1.48127,1.10873,0.99581,0.10177,0.10891,0.01876,0.00548,3.72125,3.13595,1.25434,0.00095743,0.00095743,0.00095743
102,157.883,1.32204,1.03342,1.04055,0.10177,0.10891,0.01876,0.00548,3.72125,3.13595,1.25434,0.000952714,0.000952714,0.000952714
103,159.347,1.44816,1.02245,1.12638,0.10177,0.10891,0.01876,0.00548,3.72125,3.13595,1.25434,0.000947999,0.000947999,0.000947999
104,160.952,1.50912,1.04362,1.07043,0.09406,0.07861,0.02227,0.00649,3.64599,3.07706,1.22295,0.000943283,0.000943283,0.000943283
105,162.394,1.43634,1.09837,1.12488,0.09406,0.07861,0.02227,0.00649,3.64599,3.07706,1.22295,0.000938567,0.000938567,0.000938567
106,163.963,1.55723,1.22314,1.03697,0.09406,0.07861,0.02227,0.00649,3.64599,3.07706,1.22295,0.000933851,0.000933851,0.000933851
107,165.6,1.38464,1.00024,1.01154,0.09406,0.07861,0.02227,0.00649,3.64599,3.07706,1.22295,0.000929136,0.000929136,0.000929136
108,167.264,1.82732,1.623,1.20387,0.10673,0.0779,0.02686,0.00815,3.71424,3.01218,1.24511,0.00092442,0.00092442,0.00092442
109,168.922,1.52972,1.05151,0.98469,0.10673,0.0779,0.02686,0.00815,3.71424,3.01218,1.24511,0.000919704,0.000919704,0.000919704
110,170.394,1.60043,1.10157,1.06798,0.10673,0.0779,0.02686,0.00815,3.71424,3.01218,1.24511,0.000914989,0.000914989,0.000914989
111,171.886,1.57794,1.08101,1.09809,0.10673,0.0779,0.02686,0.00815,3.71424,3.01218,1.24511,0.000910273,0.000910273,0.000910273
112,173.484,1.65008,1.13428,1.17687,0.09667,0.07415,0.03043,0.00979,3.79395,2.91527,1.27134,0.000905557,0.000905557,0.000905557
113,175.023,1.73128,1.15738,1.04068,0.09667,0.07415,0.03043,0.00979,3.79395,2.91527,1.27134,0.000900842,0.000900842,0.000900842
114,176.469,1.72166,1.26366,1.2557,0.09667,0.07415,0.03043,0.00979,3.79395,2.91527,1.27134,0.000896126,0.000896126,0.000896126
115,177.992,1.28499,1.01748,1.07273,0.09667,0.07415,0.03043,0.00979,3.79395,2.91527,1.27134,0.00089141,0.00089141,0.00089141
116,179.648,1.84184,1.2833,1.04181,0.09283,0.06132,0.03461,0.01038,3.75567,2.84719,1.24941,0.000886694,0.000886694,0.000886694
117,181.149,1.25553,0.93034,0.99409,0.09283,0.06132,0.03461,0.01038,3.75567,2.84719,1.24941,0.000881979,0.000881979,0.000881979
118,182.736,1.43399,1.06657,1.06459,0.09283,0.06132,0.03461,0.01038,3.75567,2.84719,1.24941,0.000877263,0.000877263,0.000877263
119,184.343,1.84225,1.21758,1.14291,0.09283,0.06132,0.03461,0.01038,3.75567,2.84719,1.24941,0.000872547,0.000872547,0.000872547
120,185.888,1.24526,0.96492,1.08198,0.09375,0.06435,0.03626,0.00985,3.76771,2.81694,1.24956,0.000867832,0.000867832,0.000867832
121,187.388,1.62527,1.1412,1.21699,0.09375,0.06435,0.03626,0.00985,3.76771,2.81694,1.24956,0.000863116,0.000863116,0.000863116
122,189.016,1.27631,1.06079,0.96932,0.09375,0.06435,0.03626,0.00985,3.76771,2.81694,1.24956,0.0008584,0.0008584,0.0008584
123,190.629,1.25975,1.16091,1.022,0.09375,0.06435,0.03626,0.00985,3.76771,2.81694,1.24956,0.000853685,0.000853685,0.000853685
124,192.233,1.31624,1.00726,1.05164,0.08101,0.08324,0.03849,0.01088,3.76793,2.72173,1.25018,0.000848969,0.000848969,0.000848969
125,193.879,1.65481,1.17988,1.01912,0.08101,0.08324,0.03849,0.01088,3.76793,2.72173,1.25018,0.000844253,0.000844253,0.000844253
126,195.473,1.39552,1.02579,1.13465,0.08101,0.08324,0.03849,0.01088,3.76793,2.72173,1.25018,0.000839537,0.000839537,0.000839537
127,197.093,1.43172,1.03752,1.13192,0.08101,0.08324,0.03849,0.01088,3.76793,2.72173,1.25018,0.000834822,0.000834822,0.000834822
128,198.788,1.35522,0.99313,1.05915,0.07428,0.10143,0.04478,0.01245,3.67754,2.60661,1.22553,0.000830106,0.000830106,0.000830106
129,200.295,1.15547,0.94624,1.06344,0.07428,0.10143,0.04478,0.01245,3.67754,2.60661,1.22553,0.00082539,0.00082539,0.00082539
130,201.912,1.55648,1.07662,1.09142,0.07428,0.10143,0.04478,0.01245,3.67754,2.60661,1.22553,0.000820675,0.000820675,0.000820675
131,203.465,1.32887,0.92559,1.04941,0.07428,0.10143,0.04478,0.01245,3.67754,2.60661,1.22553,0.000815959,0.000815959,0.000815959
132,205.041,1.43018,1.12551,1.06504,0.10563,0.14759,0.05377,0.01676,3.53771,2.58635,1.16057,0.000811243,0.000811243,0.000811243
133,206.553,1.20833,0.98224,1.00493,0.10563,0.14759,0.05377,0.01676,3.53771,2.58635,1.16057,0.000806528,0.000806528,0.000806528
134,208.067,1.36268,1.05164,1.02691,0.10563,0.14759,0.05377,0.01676,3.53771,2.58635,1.16057,0.000801812,0.000801812,0.000801812
135,209.633,1.15884,0.97346,1.00892,0.10563,0.14759,0.05377,0.01676,3.53771,2.58635,1.16057,0.000797096,0.000797096,0.000797096
136,211.361,1.2677,1.00214,1.01846,0.11333,0.19002,0.06389,0.01849,3.48147,2.67342,1.12179,0.00079238,0.00079238,0.00079238
137,212.854,1.32367,0.87917,1.09315,0.11333,0.19002,0.06389,0.01849,3.48147,2.67342,1.12179,0.000787665,0.000787665,0.000787665
138,214.363,1.42135,0.99739,1.04652,0.11333,0.19002,0.06389,0.01849,3.48147,2.67342,1.12179,0.000782949,0.000782949,0.000782949
139,215.854,1.29117,0.90463,0.99958,0.11333,0.19002,0.06389,0.01849,3.48147,2.67342,1.12179,0.000778233,0.000778233,0.000778233
140,217.457,1.40458,0.98401,1.02667,0.10338,0.19305,0.06406,0.01824,3.51221,2.64407,1.12764,0.000773518,0.000773518,0.000773518
141,218.848,1.20054,1.04231,1.05755,0.10338,0.19305,0.06406,0.01824,3.51221,2.64407,1.12764,0.000768802,0.000768802,0.000768802
142,220.347,1.20508,0.88738,0.98036,0.10338,0.19305,0.06406,0.01824,3.51221,2.64407,1.12764,0.000764086,0.000764086,0.000764086
143,222.103,1.27125,0.88796,1.02631,0.10338,0.19305,0.06406,0.01824,3.51221,2.64407,1.12764,0.000759371,0.000759371,0.000759371
144,223.715,1.37831,0.98415,0.9727,0.08021,0.14991,0.06097,0.01979,3.58072,2.43352,1.15204,0.000754655,0.000754655,0.000754655
145,225.25,1.35348,0.94098,1.02428,0.08021,0.14991,0.06097,0.01979,3.58072,2.43352,1.15204,0.000749939,0.000749939,0.000749939
146,226.989,1.47456,1.05031,1.01315,0.08021,0.14991,0.06097,0.01979,3.58072,2.43352,1.15204,0.000745223,0.000745223,0.000745223
147,228.565,1.09872,0.79725,0.93084,0.08021,0.14991,0.06097,0.01979,3.58072,2.43352,1.15204,0.000740508,0.000740508,0.000740508
148,230.3,1.22274,0.89951,1.03744,0.12021,0.13708,0.06259,0.02003,3.63149,2.30784,1.17759,0.000735792,0.000735792,0.000735792
149,231.875,1.32096,0.92461,0.976,0.12021,0.13708,0.06259,0.02003,3.63149,2.30784,1.17759,0.000731076,0.000731076,0.000731076
150,233.346,1.22468,0.97337,0.99143,0.12021,0.13708,0.06259,0.02003,3.63149,2.30784,1.17759,0.000726361,0.000726361,0.000726361
151,234.924,1.29268,0.93118,1.00115,0.12021,0.13708,0.06259,0.02003,3.63149,2.30784,1.17759,0.000721645,0.000721645,0.000721645
152,236.558,1.00512,0.81065,1.00382,0.21316,0.11283,0.06589,0.02085,3.60581,2.2299,1.175,0.000716929,0.000716929,0.000716929
153,238.226,1.41428,1.0226,0.94226,0.21316,0.11283,0.06589,0.02085,3.60581,2.2299,1.175,0.000712214,0.000712214,0.000712214
154,239.91,1.53347,1.18002,1.0582,0.21316,0.11283,0.06589,0.02085,3.60581,2.2299,1.175,0.000707498,0.000707498,0.000707498
155,241.637,1.09897,0.84896,0.9691,0.21316,0.11283,0.06589,0.02085,3.60581,2.2299,1.175,0.000702782,0.000702782,0.000702782
156,243.476,1.38354,1.02447,1.07155,0.20453,0.09537,0.05647,0.02005,3.58901,2.31265,1.19639,0.000698066,0.000698066,0.000698066
157,245.178,1.14675,0.87027,0.98891,0.20453,0.09537,0.05647,0.02005,3.58901,2.31265,1.19639,0.000693351,0.000693351,0.000693351
158,246.754,1.08876,0.86206,1.0051,0.20453,0.09537,0.05647,0.02005,3.58901,2.31265,1.19639,0.000688635,0.000688635,0.000688635
159,248.368,1.11221,0.85865,0.98602,0.20453,0.09537,0.05647,0.02005,3.58901,2.31265,1.19639,0.000683919,0.000683919,0.000683919
160,250.204,1.72276,1.10811,1.15982,0.28417,0.0893,0.05601,0.02072,3.6136,2.39189,1.22338,0.000679204,0.000679204,0.000679204
161,251.963,1.10649,0.86596,0.99433,0.28417,0.0893,0.05601,0.02072,3.6136,2.39189,1.22338,0.000674488,0.000674488,0.000674488
162,253.603,1.06126,0.86867,1.00716,0.28417,0.0893,0.05601,0.02072,3.6136,2.39189,1.22338,0.000669772,0.000669772,0.000669772
163,255.352,1.14701,0.87191,1.04874,0.28417,0.0893,0.05601,0.02072,3.6136,2.39189,1.22338,0.000665057,0.000665057,0.000665057
164,257.134,1.32135,0.93266,1.01704,0.24893,0.09537,0.05355,0.02076,3.60633,2.42111,1.22738,0.000660341,0.000660341,0.000660341
165,258.907,1.3955,0.93205,0.97355,0.24893,0.09537,0.05355,0.02076,3.60633,2.42111,1.22738,0.000655625,0.000655625,0.000655625
166,260.593,1.00366,0.78839,0.93744,0.24893,0.09537,0.05355,0.02076,3.60633,2.42111,1.22738,0.000650909,0.000650909,0.000650909
167,262.318,1.40193,0.92013,1.0533,0.24893,0.09537,0.05355,0.02076,3.60633,2.42111,1.22738,0.000646194,0.000646194,0.000646194
168,264.07,1.13071,0.86395,1.01313,0.08794,0.14385,0.04609,0.01582,3.50441,2.47068,1.18876,0.000641478,0.000641478,0.000641478
169,265.795,1.12621,0.91261,0.94958,0.08794,0.14385,0.04609,0.01582,3.50441,2.47068,1.18876,0.000636762,0.000636762,0.000636762
170,267.444,1.36932,0.96856,0.98694,0.08794,0.14385,0.04609,0.01582,3.50441,2.47068,1.18876,0.000632047,0.000632047,0.000632047
171,269.023,1.21763,0.88889,1.0032,0.08794,0.14385,0.04609,0.01582,3.50441,2.47068,1.18876,0.000627331,0.000627331,0.000627331
172,270.64,1.14673,0.87526,1.03939,0.0856,0.15294,0.04911,0.01714,3.48061,2.49852,1.16885,0.000622615,0.000622615,0.000622615
173,272.226,1.19956,0.87332,0.98452,0.0856,0.15294,0.04911,0.01714,3.48061,2.49852,1.16885,0.0006179,0.0006179,0.0006179
174,273.882,1.02938,0.87605,0.92648,0.0856,0.15294,0.04911,0.01714,3.48061,2.49852,1.16885,0.000613184,0.000613184,0.000613184
175,275.381,1.10734,0.80405,0.96462,0.0856,0.15294,0.04911,0.01714,3.48061,2.49852,1.16885,0.000608468,0.000608468,0.000608468
176,277.081,1.33555,0.9556,0.91848,0.08839,0.15294,0.04961,0.01713,3.47757,2.48567,1.1715,0.000603752,0.000603752,0.000603752
177,278.544,1.12412,1.14138,0.96352,0.08839,0.15294,0.04961,0.01713,3.47757,2.48567,1.1715,0.000599037,0.000599037,0.000599037
178,280.188,1.17164,0.84109,1.04933,0.08839,0.15294,0.04961,0.01713,3.47757,2.48567,1.1715,0.000594321,0.000594321,0.000594321
179,281.786,1.50693,1.15697,1.21924,0.08839,0.15294,0.04961,0.01713,3.47757,2.48567,1.1715,0.000589605,0.000589605,0.000589605
180,283.444,1.48408,1.14413,1.11195,0.09854,0.15062,0.05712,0.01763,3.5552,2.44627,1.19952,0.00058489,0.00058489,0.00058489
181,285.096,1.17552,0.83065,0.95903,0.09854,0.15062,0.05712,0.01763,3.5552,2.44627,1.19952,0.000580174,0.000580174,0.000580174
182,286.836,1.48821,1.06018,0.99881,0.09854,0.15062,0.05712,0.01763,3.5552,2.44627,1.19952,0.000575458,0.000575458,0.000575458
183,288.296,1.32242,0.99876,1.01175,0.09854,0.15062,0.05712,0.01763,3.5552,2.44627,1.19952,0.000570743,0.000570743,0.000570743
184,289.784,1.10621,0.84358,1.01509,0.12595,0.14153,0.06949,0.01999,3.5868,2.56711,1.21134,0.000566027,0.000566027,0.000566027
185,291.351,1.19226,0.89112,0.99541,0.12595,0.14153,0.06949,0.01999,3.5868,2.56711,1.21134,0.000561311,0.000561311,0.000561311
186,292.896,1.06928,0.85682,0.9102,0.12595,0.14153,0.06949,0.01999,3.5868,2.56711,1.21134,0.000556595,0.000556595,0.000556595
187,294.329,1.13191,0.92884,1.08969,0.12595,0.14153,0.06949,0.01999,3.5868,2.56711,1.21134,0.00055188,0.00055188,0.00055188
188,295.903,1.30687,0.86341,0.95709,0.16941,0.12941,0.0688,0.01901,3.52948,2.74557,1.19686,0.000547164,0.000547164,0.000547164
189,297.494,0.9965,0.77099,0.95004,0.16941,0.12941,0.0688,0.01901,3.52948,2.74557,1.19686,0.000542448,0.000542448,0.000542448
190,299.201,1.35173,0.9587,0.9802,0.16941,0.12941,0.0688,0.01901,3.52948,2.74557,1.19686,0.000537733,0.000537733,0.000537733
191,300.736,1.04762,0.79374,0.96972,0.16941,0.12941,0.0688,0.01901,3.52948,2.74557,1.19686,0.000533017,0.000533017,0.000533017
192,302.356,1.15075,0.90329,0.97008,0.20016,0.10517,0.0433,0.01498,3.50958,2.91454,1.18439,0.000528301,0.000528301,0.000528301
193,303.833,0.99312,0.76631,0.9721,0.20016,0.10517,0.0433,0.01498,3.50958,2.91454,1.18439,0.000523586,0.000523586,0.000523586
194,305.326,1.61032,1.14178,1.17782,0.20016,0.10517,0.0433,0.01498,3.50958,2.91454,1.18439,0.00051887,0.00051887,0.00051887
195,306.953,1.20412,0.86697,0.9581,0.20016,0.10517,0.0433,0.01498,3.50958,2.91454,1.18439,0.000514154,0.000514154,0.000514154
